,R,G,B,H,S,V
2202,0.24992156862745088,0.21675490196078434,0.14876470588235324,0.11202106351360082,0.4047544327632184,0.24992156862745088
2203,0.2854215686274517,0.2470490196078435,0.17143137254902008,0.11056162380665652,0.39937484972349113,0.2854215686274517
2204,0.27754901960784334,0.23908823529411813,0.1644705882352946,0.10997919195422258,0.4074178735429164,0.27754901960784334
2205,0.2940784313725498,0.24641176470588338,0.17234313725490258,0.1014066736463455,0.41395519402586956,0.2940784313725498
2206,0.2704215686274506,0.23314705882352943,0.1612843137254907,0.10974368187806938,0.4035819163977785,0.2704215686274506
2207,0.2853039215686283,0.24335294117647174,0.16630392156862775,0.1079117921678482,0.41709906876052444,0.2853039215686283
2208,0.25189215686274546,0.2153137254901965,0.14531372549019658,0.10946555054732778,0.4231113532868863,0.25189215686274546
2209,0.25554901960784426,0.21651960784313778,0.14517647058823577,0.10773079883934332,0.4319036292488305,0.25554901960784426
2210,0.25249019607843176,0.21108823529411797,0.1423823529411768,0.10399786305760833,0.43608759804302205,0.25249019607843176
2211,0.25985294117647106,0.21681372549019698,0.1450784313725494,0.10416844622875271,0.4416902471231839,0.25985294117647106
2212,0.25909803921568725,0.21493137254902023,0.14873529411764738,0.09996742767463195,0.4259497502648715,0.25909803921568725
2213,0.25737254901960854,0.21686274509803993,0.14804901960784345,0.1049083789196786,0.424767636751486,0.25737254901960854
2214,0.2458137254901961,0.20409803921568634,0.13766666666666696,0.10237814643580205,0.43995533043512824,0.2458137254901961
2215,0.24531372549019628,0.20488235294117668,0.13565686274509836,0.10521531813440614,0.44700663416193664,0.24531372549019628
2216,0.24057843137254908,0.20581372549019628,0.1363235294117651,0.11109021377970037,0.4333509922979732,0.24057843137254908
2217,0.2448725490196082,0.20928431372549117,0.14201960784313764,0.10899818892384046,0.4200264243103648,0.2448725490196082
2218,0.24250980392156937,0.20827450980392204,0.13831372549019666,0.11190565801028694,0.4296571798188868,0.24250980392156937
2219,0.2528039215686279,0.21504901960784362,0.1432745098039218,0.10921649361498999,0.4332583572481192,0.2528039215686279
2220,0.24464705882353005,0.2107745098039222,0.14142156862745137,0.11197644600626853,0.4219363629077502,0.24464705882353005
2221,0.25929411764705895,0.22236274509803905,0.14798039215686296,0.11137044213492993,0.4292952208106468,0.25929411764705895
2222,0.2511764705882349,0.21877450980392152,0.14881372549019653,0.11390990645851305,0.4075331772053056,0.2511764705882349
2223,0.2587352941176475,0.2255882352941183,0.15365686274509843,0.11409155937052969,0.40612329960971494,0.2587352941176475
2224,0.25852941176470684,0.22531372549019682,0.1522156862745102,0.11459486044510014,0.4112248767538876,0.25852941176470684
2225,0.26118627450980475,0.2313627450980399,0.15638235294117675,0.11923916432803243,0.4012612139183973,0.26118627450980475
2226,0.28176470588235303,0.24411764705882416,0.16916666666666685,0.11094180815556598,0.39961725817675664,0.28176470588235303
2227,0.3019705882352939,0.2539411764705877,0.17116666666666713,0.10546894518562866,0.43316775429368976,0.3019705882352939
2228,0.298901960784314,0.24971568627451038,0.16955882352941218,0.10328709669269087,0.4327276305431637,0.298901960784314
